icd9v6.01编码,实际操作名称v6.01,属性v6.01,录入选项v6.01
38.99501,锁骨下静脉穿刺术,治疗性操作,必选
38.99701,脐静脉穿刺术,治疗性操作,必选
38.99901,股静脉穿刺术,治疗性操作,必选
39.0 001,降主动脉-肺动脉分流术,,必选
39.0 002,升主动脉-肺动脉分流术,,必选
39.0 003,锁骨下动脉-肺动脉分流术,,必选
39.0 004,体动脉-肺动脉分流术,,必选
39.0 005,无名动脉-肺动脉分流术,,必选
39.1 001,肠系膜静脉-腔静脉分流术,,必选
39.1 002,肠系膜静脉-下腔静脉分流术,,必选
39.1 003,经颈静脉肝内门静脉-体静脉分流术[TIPS手术],治疗性操作,必选
39.1 004,门静脉-腔静脉分流术,,必选
39.1 005,脾静脉-肾静脉分流术,,必选
39.1 006,肾静脉-下腔静脉吻合术,,必选
39.1 007,肠系膜上静脉-右心房人工血管分流术,,必选
39.1 008,脾静脉-下腔静脉人工血管分流术,,必选
39.1 009,肠系膜上静脉-下腔静脉颈内静脉搭桥术,,必选
39.1 010,肠系膜上静脉-下腔静脉人工血管搭桥术,,必选
39.1 011,肠系膜上静脉-下腔静脉-右心房人工血管搭桥术,,必选
39.1 012,颈外静脉-大隐静脉分流术,,必选
39.1 013,胃冠状静脉-肾静脉吻合术,,必选
39.1 014,无名静脉-上腔静脉人工血管搭桥术,,必选
39.1 015,无名静脉-右心耳人工血管搭桥术,,必选
39.1 016,下腔静脉-右心耳人工血管搭桥术,,必选
39.1 017,下腔静脉-右心房人工血管搭桥术,,必选
39.1 018,腔静脉－右心房人工血管搭桥术,,必选
39.21001,肺动脉-上腔静脉分流术,,必选
39.21002,腔静脉-肺动脉分流术,,必选
39.21003,单向肺动脉-上腔静脉分流术[单向Glenn手术],,必选
39.21004,双向肺动脉-上腔静脉分流术[双向Glenn手术],,必选
39.21005,双侧双向肺动脉-上腔静脉分流术[双侧双向Glenn手术],,必选
39.21006,侧通道全腔静脉-肺动脉吻合术,,必选
39.21007,外通道全腔静脉-肺动脉吻合术,,必选
39.22001,降主动脉-锁骨下动脉人工血管搭桥术,,必选
39.22002,颈外动脉-颈内动脉人工血管搭桥术,,必选
39.22003,颈总动脉-肱动脉自体血管搭桥术,,必选
39.22004,颈总动脉-锁骨下动脉搭桥术,,必选
39.22005,颈总动脉-腋动脉自体血管搭桥术,,必选
39.22006,颈总动脉-腋动脉人工血管搭桥术,,必选
39.22008,升主动脉-颈总动脉人工血管搭桥术,,必选
39.22009,升主动脉-锁骨下动脉人工血管搭桥术,,必选
39.22010,升主动脉-腋动脉人工血管搭桥术,,必选
39.22011,锁骨下动脉-肱动脉自体血管搭桥术,,必选
39.22012,主动脉-颈动脉人工血管搭桥术,,必选
39.22013,主动脉-锁骨下动脉-颈动脉搭桥术,,必选
39.22014,锁骨下动脉-肱动脉人工血管搭桥术,,必选
39.22015,升主动脉-头臂血管人工血管搭桥术,,必选
39.22016,升主动脉-无名动脉人工血管搭桥术,,必选
39.22017,颈内静脉-锁骨下静脉自体血管搭桥术,,必选
39.22018,颈外动脉-颈内动脉自体血管搭桥术,,必选
39.22019,颈总动脉-肱动脉人工血管搭桥术,,必选
39.23003,肺动脉融合术,,必选
39.24001,腹主动脉-肾动脉搭桥术,,必选
39.25001,腹主动脉-股动脉-髂动脉人工血管搭桥术,,必选
39.25002,腹主动脉-股动脉人工血管搭桥术,,必选
39.25003,腹主动脉-髂动脉人工血管搭桥术,,必选
39.25004,腹主动脉-双侧髂动脉人工血管搭桥术,,必选
39.25005,髂动脉-股动脉人工血管搭桥术,,必选
39.25006,髂动脉-腘动脉人工血管搭桥术,,必选
39.25007,升主动脉-股动脉人工血管搭桥术,,必选
39.25008,升主动脉-双股动脉人工血管搭桥术,,必选
39.25009,髂动脉-股动脉-腘动脉人工血管搭桥术,,必选
39.25010,髂动脉-股动脉-腘动脉自体血管搭桥术,,必选
39.25011,髂动脉-股动脉人工血管-腘动脉自体血管搭桥术,,必选
39.25012,髂动脉-股动脉自体血管搭桥术,,必选
39.25013,髂动脉-腘动脉自体血管搭桥术,,必选
39.26001,腹主动脉-肠系膜上动脉人工血管搭桥术,,必选
39.26002,髂总动脉-肠系膜上动脉搭桥术,,必选
39.26003,髂总动脉-髂外动脉搭桥术,,必选
39.26004,肾动脉-股动脉人工血管搭桥术,,必选
39.26005,肾动脉-脾动脉吻合术,,必选
39.26006,升主动脉-腹主动脉人工血管搭桥术,,必选
39.26007,髂动脉-髂动脉人工血管搭桥术,,必选
39.26008,腹主动脉-腹腔干动脉搭桥术,,必选
39.26009,髂总动脉-腹腔干动脉人工血管搭桥术,,必选
39.26010,肾动脉-股动脉自体血管搭桥术,,必选
39.27001,为肾透析的动静脉造瘘术,,必选
39.27002,为肾透析的动静脉人工血管搭桥术,,必选
39.27003,为肾透析的人工血管造瘘术,,必选
39.27004,为肾透析的移植血管造瘘术,,必选
39.28001,颞浅动脉-大脑中动脉搭桥术,,必选
39.28002,颞肌贴敷术,,必选
39.29001,大隐静脉-肱动脉搭桥术,,必选
39.29002,大隐静脉-股动脉搭桥术,,必选
39.29003,股动脉-腓动脉自体血管搭桥术,,必选
39.29004,股动脉-腘动脉自体血管搭桥术,,必选
39.29005,股动脉-腘动脉人工血管搭桥术,,必选
39.29006,股动脉-腓动脉搭桥术,,必选
39.29007,股动脉-股动脉搭桥术,,必选
39.29008,股动脉-腘动脉搭桥术,,必选
39.29009,股动脉-胫动脉搭桥术,,必选
39.29010,股浅动脉-股深动脉搭桥术,,必选
39.29011,颈内静脉-股静脉搭桥术,,必选
39.29012,颈外静脉-颈内静脉搭桥术,,必选
39.29015,髂静脉-股静脉自体血管搭桥术,,必选
39.29017,腋动脉-腋动脉人工血管搭桥术,,必选
39.29018,腋动脉-肱动脉搭桥术,,必选
39.29019,腋动脉-股动脉人工血管搭桥术,,必选
39.29024,肱动脉分支-肱动脉主干人工血管搭桥术,,必选
39.29025,肱动脉-头静脉人工血管搭桥术,,必选
39.29026,腘动脉-胫动脉自体血管搭桥术,,必选
39.29027,股动脉-胫腓动脉干搭桥术,,必选
39.29028,股静脉-股静脉人工血管搭桥术,,必选
39.29029,腘动脉-腘动脉搭桥术,,必选
39.29030,腋动脉-腘动脉人工血管搭桥术,,必选
39.29031,股动脉-股动脉人工血管搭桥术,,必选
39.29032,股动脉-股动脉自体血管搭桥术,,必选
39.29033,股动脉-腘动脉-腓动脉血管搭桥术,,必选
39.29034,股动脉-腘动脉-腓动脉自体血管搭桥术,,必选
39.29035,股动脉-腘动脉-胫后动脉血管搭桥术,,必选
39.29036,股动脉-腘动脉-胫后动脉自体血管搭桥术,,必选
39.29037,股动脉-腘动脉-胫前动脉血管搭桥术,,必选
39.29038,股动脉-腘动脉-胫前动脉自体血管搭桥术,,必选
39.29039,股动脉-腘动脉人工血管-腓动脉自体血管搭桥术,,必选
39.29040,股动脉-腘动脉人工血管-胫后动脉自体血管搭桥术,,必选
39.29041,股动脉-腘动脉人工血管-胫前动脉自体血管搭桥术,,必选
39.29042,股动脉-胫后动脉自体血管搭桥术,,必选
39.29043,股动脉-胫前动脉自体血管搭桥术,,必选
39.29044,股静脉-大隐静脉吻合术,,必选
39.29045,股静脉-股静脉自体血管搭桥术,,必选
39.29046,腘动脉-腓动脉自体血管搭桥术,,必选
39.29047,腘动脉-胫后动脉自体血管搭桥术,,必选
39.29048,腘动脉-胫前动脉自体血管搭桥术,,必选
39.29049,腋动脉-双股动脉人工血管搭桥术,,必选
39.31002,肱动脉修补术,,必选
39.31004,股动脉修补术,,必选
39.31005,颈总动脉修补术,,必选
39.31006,肋间动脉修补术,,必选
39.31007,桡动脉修补术,,必选
39.31009,足背动脉修补术,,必选
39.31010,尺动脉吻合术,,必选
39.31011,动脉缝合术,,必选
39.32001,肠系膜静脉缝合术,,必选
39.32002,股静脉缝合术,,必选
39.32004,门静脉缝合术,,必选
39.32005,下腔静脉缝合术,,必选
39.32006,头静脉缝合术,,必选
39.41001,血管术后出血止血术,,必选
39.41002,股动脉穿刺部位封堵术,治疗性操作,必选
39.42001,为肾透析的动静脉瘘修补术,,必选
39.42002,为肾透析的人工血管动静脉瘘修补术,,必选
39.42003,为肾透析的移植血管动静脉瘘修补术,,必选
39.42004,为肾透析的自体血管动静脉瘘修补术,,必选
39.43001,去除用于肾透析的动静脉搭桥术,,必选
39.49001,人工血管取出术,,必选
39.49002,体-肺分流再校正术,,必选
39.49003,下腔静脉滤器取出术,治疗性操作,必选
39.49004,动静脉造瘘术后人工血管血栓切除术,,必选
39.49005,下肢人工血管血栓切除术,,必选
39.49006,上肢人工血管血栓切除术,,必选
39.49007,体-肺分流去除术,,必选
39.49008,肝动脉导管去除,治疗性操作,必选
39.49009,上腔静脉滤器取出术,治疗性操作,必选
39.49010,肺动脉环缩去除,治疗性操作,必选
39.49011,封堵器取出术,治疗性操作,必选
39.49012,经皮导管抓捕术,治疗性操作,必选
39.50001,腹主动脉球囊扩张成形术,治疗性操作,必选
39.50002,股动脉球囊扩张成形术,治疗性操作,必选
39.50004,腘动脉球囊扩张成形术,治疗性操作,必选
39.50006,髂动脉球囊扩张成形术,治疗性操作,必选
39.50007,肾动脉球囊扩张成形术,治疗性操作,必选
39.50008,锁骨下动脉球囊扩张成形术,治疗性操作,必选
39.50009,无名动脉球囊扩张成形术,治疗性操作,必选
39.50011,下腔静脉球囊扩张成形术,治疗性操作,必选
39.50013,锁骨下静脉球囊扩张成形术,治疗性操作,必选
39.50014,主动脉球囊扩张成形术,治疗性操作,必选
39.50015,肺动脉球囊扩张成形术,治疗性操作,必选
39.50016,腋动脉球囊扩张成形术,治疗性操作,必选
39.50017,肱动脉球囊扩张成形术,治疗性操作,必选
39.50018,桡动脉球囊扩张成形术,治疗性操作,必选
39.50019,头臂静脉球囊扩张成形术,治疗性操作,必选
39.50020,肝静脉球囊扩张成形术,治疗性操作,必选
39.50021,上腔静脉球囊扩张成形术,治疗性操作,必选
39.50022,腓动脉球囊扩张成形术,治疗性操作,必选
39.50023,胫动脉球囊扩张成形术,治疗性操作,必选
39.50024,肝动脉球囊扩张成形术,治疗性操作,必选
39.50025,上肢静脉球囊扩张成形术,治疗性操作,必选
39.50026,下肢静脉球囊扩张成形术,治疗性操作,必选
39.50027,肺动脉分支球囊扩张成形术,治疗性操作,必选
39.50028,髂静脉球囊扩张成形术,治疗性操作,必选
39.50029,髂总动脉球囊扩张成形术,治疗性操作,必选
39.50030,髂外动脉球囊扩张成形术,治疗性操作,必选
39.51003,动脉瘤夹闭术,,必选
39.51004,内窥镜下脑动脉瘤夹闭术,,必选
39.51006,颈动脉瘤夹闭术,,必选
39.52001,动脉瘤包裹术,,必选
39.52002,动脉瘤破裂修补术,,必选
39.52003,动脉瘤孤立术,,必选
39.52005,肺动脉瘤包裹术,,必选
39.52006,主动脉瘤包裹术(非体外),,必选
39.53001,动静脉瘘夹闭术,,必选
39.53002,动静脉瘘结扎术,,必选
39.53003,动静脉瘘切断术,,必选
39.53005,颈动静脉瘘栓塞术,治疗性操作,必选
39.53007,上肢动静脉瘘栓塞术,治疗性操作,必选
39.53008,肺动静脉瘘栓塞术,治疗性操作,必选
39.53009,下肢动静脉瘘栓塞术,治疗性操作,必选
39.53010,下肢动静脉瘘电凝术,治疗性操作,必选
39.53011,动静脉瘘切除术,,必选
39.53012,动静脉内瘘修补术,,必选
39.53013,颈动静脉瘘修补术,,必选
39.53014,躯干动静脉瘘栓塞术,治疗性操作,必选
39.53015,人工动静脉瘘切除术,,必选
39.53016,人工动静脉瘘修补术,,必选
39.53017,上肢动静脉瘘结扎术,,必选
39.53018,下肢动静脉瘘结扎术,,必选
39.54001,胸主动脉夹层动脉瘤开窗术,,必选
39.55001,迷走肾血管再植术,,必选
39.56001,动脉组织补片修补术,,必选
39.56002,静脉组织补片修补术,,必选
39.57001,动脉合成补片修补术,,必选
39.57002,静脉合成补片修补术,,必选
39.57003,主动脉补片修补术,,必选
39.59001,动脉修补术,,必选
39.59002,肺动脉修补术,,必选
39.59003,肝静脉成形术,,必选
39.59004,股动脉成形术,,必选
39.59005,腘静脉修补术,,必选
39.59006,颈内动脉成形术,,必选
39.59007,静脉修补术,,必选
39.59008,髂动脉成形术,,必选
39.59009,上腔静脉成形术,,必选
39.59010,肾动脉成形术,,必选
39.59011,无名动脉成形术,,必选
39.59012,主动脉-肺动脉开窗术,,必选
39.59013,颞浅动脉贴敷术,,必选
39.59014,静脉瓣膜包裹术,,必选
39.59015,肺静脉成形术,,必选
39.59016,升主动脉成形术,,必选
39.59017,肺动脉环缩术,,必选
39.59018,主动脉成形术,,必选
39.59019,股静脉环缩术,,必选
39.59020,肺静脉再植入术,,必选
39.59021,股静脉瓣膜环缩术,,必选
39.59022,腘动脉修补术,,必选
39.59023,体静脉狭窄矫治术,,必选
39.59024,血管修补术,,必选
39.59025,烟囱技术肠系膜上动脉重建术,,必选
39.59026,烟囱技术髂内动脉重建术,,必选
39.59027,烟囱技术肾动脉重建术,,必选
39.59028,烟囱技术颈总动脉重建术,,必选
39.59029,烟囱技术锁骨下动脉重建术,,必选
39.59030,主动脉弓成形术,,必选
39.59031,胸腔镜下肺动脉修补术,,必选
39.61001,体外循环,,必选
39.62001,直视下心脏手术的低温疗法,治疗性操作,必选
39.64001,术中使用临时心脏起搏器,治疗性操作,必选
39.65002,体外膜肺氧合[ECMO],治疗性操作,必选
39.66002,经皮体外循环,治疗性操作,必选
39.71001,腹主动脉支架置入术,治疗性操作,必选
39.71002,腹主动脉覆膜支架腔内隔绝术,治疗性操作,必选
39.71003,腹主动脉分支覆膜支架置入术,治疗性操作,必选
39.71004,腹主动脉栓塞术,治疗性操作,必选
39.72001,颈静脉支架置入术,治疗性操作,必选
39.72002,颅内动脉瘤栓塞术,治疗性操作,必选
39.72003,颅内血管栓塞术,治疗性操作,必选
39.72004,颈内动脉栓塞术,治疗性操作,必选
39.72005,颈动脉栓塞术,治疗性操作,必选
39.73001,胸主动脉支架置入术,治疗性操作,必选
39.73002,胸主动脉覆膜支架腔内隔绝术,治疗性操作,必选
39.73003,主动脉覆膜支架腔内隔绝术,治疗性操作,必选
39.73004,胸主动脉覆膜支架置入术(腋-腋、腋-颈、腋-腋-颈)[HYBRID复合手术],治疗性操作,必选
39.73005,胸主动脉分支覆膜支架置入术[一体带分支覆膜支架置入术],治疗性操作,必选
39.74001,经皮颅内静脉取栓术,治疗性操作,必选
39.74002,经皮颅内动脉取栓术,治疗性操作,必选
39.74003,经皮颈静脉取栓术,治疗性操作,必选
39.74004,经皮颈动脉取栓术,治疗性操作,必选
39.78001,胸主动脉开窗分支覆膜支架置入术,治疗性操作,必选
39.78002,腹主动脉开窗分支覆膜支架置入术,治疗性操作,必选
39.79003,主动脉瘤支架置入术,治疗性操作,必选
39.79005,下腔静脉支架置入术,治疗性操作,必选
39.79006,上腔静脉支架置入术,治疗性操作,必选
39.79007,髂动脉瘤覆膜支架置入术,治疗性操作,必选
39.79008,经皮动脉导管未闭封堵术,治疗性操作,必选
39.79009,甲状腺动脉栓塞术,治疗性操作,必选
39.79010,主动脉伞堵术,治疗性操作,必选
39.79011,肺动脉栓塞术,治疗性操作,必选
39.79012,支气管动脉栓塞术,治疗性操作,必选
39.79013,锁骨下动脉栓塞术,治疗性操作,必选
39.79014,体-肺动脉侧支封堵术,治疗性操作,必选
39.79015,奇静脉封堵术,治疗性操作,必选
39.79016,肝动脉栓塞术,治疗性操作,必选
39.79017,结肠动脉栓塞术,治疗性操作,必选
39.79018,脾动脉栓塞术,治疗性操作,必选
39.79019,髂动脉栓塞术,治疗性操作,必选
39.79020,肾动脉栓塞术,治疗性操作,必选
39.79021,腰动脉栓塞术,治疗性操作,必选
39.79022,精索静脉栓塞术,治疗性操作,必选
39.79023,卵巢静脉栓塞术,治疗性操作,必选
39.79024,盆腔静脉栓塞术,治疗性操作,必选
39.79025,股动脉栓塞术,治疗性操作,必选
39.79026,髂内动脉栓塞术,治疗性操作,必选
39.79027,臀下动脉栓塞术,治疗性操作,必选
39.79028,经皮肠系膜上动脉取栓术,治疗性操作,必选
39.79029,经皮肠系膜上静脉取栓术,治疗性操作,必选
