北京临床版编码v8.0,北京临床版名称v8.0,医保版编码v2.0,医保版名称v2.0,备注
37.79001,心脏起搏器囊袋修补术,37.7902,心脏起搏器囊袋修补术,
37.79002,心脏起搏器囊袋清创术,37.7901,心脏起搏器囊袋清创术,
37.79003,脉冲发生器复位术,37.7900x003,脉冲发生器复位术,
37.79004,循环记录器置入术(心电记录系统置入术),37.7900x004,循环记录器置入术(心电记录系统植入术),
37.80001,永久起搏器置入术,37.8000x001,永久起搏器置入术,
37.80002,永久起搏器置换术,37.8000x002,永久起搏器置换术,
37.81001,单腔永久起搏器置入术,37.8101,单腔永久起搏器置入术,
37.82001,频率应答单腔永久起搏器置入术,37.8201,频率应答单腔永久起搏器置入术,
37.83001,双腔永久起搏器置入术,37.8301,双腔永久起搏器置入术,
37.85001,单腔永久起搏器置换术,37.8501,单腔永久起搏器置换术,
37.86001,频率应答单腔永久起搏器置换术,37.8601,频率应答单腔永久起搏器置换术,
37.87001,双腔永久起搏器置换术,37.8701,双腔永久起搏器置换术,
37.89001,起搏器装置去除术,37.8901,起搏器装置去除术,
37.89002,起搏器装置校正术,37.8903,起搏器装置调整术,
37.89003,起搏器装置修复术,37.8902,起搏器装置修复术,
37.90001,经皮左心耳封堵术,37.9000x001,经皮左心耳封堵术,
37.91001,开胸心脏按摩术,37.9100,开胸心脏按摩,
37.92001,心脏注射治疗,37.9200x001,心脏注射治疗,
37.93001,心包局部灌注治疗,37.9300x001,心包局部灌注治疗,
37.94001,植入型心律转复除颤器置入术,37.9401,心脏除颤器置入术,
37.94003,植入型心律转复除颤器置换术,37.9404,自动心脏复律器置换术,
37.94004,心脏除颤器置换术,37.9403,心脏除颤器置换术,
37.95001,心脏除颤器导线置入术,37.9500x001,心脏除颤器导线置入术,
37.95002,自动心脏复律器导线置入术,37.9500x002,自动心脏复律器导线置入术,
37.96001,自动心脏复律器脉冲发生器置入术,37.9600x001,自动心脏复律器脉冲发生器置入术,
37.96002,心脏除颤器脉冲发生器置入术,37.9600x002,心脏除颤器脉冲发生器置入术,
37.97001,自动心脏复律器导线置换术,37.9700x001,自动心脏复律器导线置换术,
37.97002,心脏除颤器导线置换术,37.9700x002,心脏除颤器导线置换术,
37.98001,自动心脏复律器脉冲发生器置换术,37.9800x001,自动心脏复律器脉冲发生器置换术,
37.98002,心脏除颤器脉冲发生器置换术,37.9800x002,心脏除颤器脉冲发生器置换术,
38.01001,颅内血管血栓切除术,38.0100x001,颅内血管血栓切除术,
38.02001,颈动脉血栓切除术,38.0201,颈动脉取栓术,
38.02002,颈动脉探查术,38.0200x002,颈动脉探查术,
38.02003,颈内静脉血栓切除术,38.0200x003,颈内静脉血栓切除术,
38.02004,颈动脉切开异物取出术,38.0200x004,颈动脉切开异物去除术,
38.03001,上肢动脉血栓切除术,38.0302,上肢动脉取栓术,
38.03002,上肢静脉血栓切除术,38.0301,上肢静脉取栓术,
38.03003,上肢血管切开探查术,38.0300x003,上肢血管切开探查术,
38.03005,上肢动脉探查术,38.0300x005,上肢动脉探查术,
38.04001,腹主动脉血栓切除术,38.0400x001,腹主动脉血栓切除术,
38.04002,主动脉切开探查术,38.0400x002,主动脉切开探查术,
38.04003,主动脉血栓切除术,38.0401,主动脉取栓术,
38.05001,肺动脉血栓切除术,38.0503,肺动脉取栓术,
38.05002,肺动脉探查术,38.0500x002,肺动脉探查术,
38.05003,锁骨下动脉血栓切除术,38.0501,锁骨下动脉取栓术,
38.05005,上腔静脉血栓切除术,38.0502,上腔静脉取栓术,
38.05006,无名静脉血栓切除术,38.0500x003,无名静脉取栓术,
38.05007,锁骨下动脉切开探查术,38.0500x004,锁骨下动脉切开探查术,
38.05008,胸主动脉血栓切除术,38.0504,胸主动脉取栓术,
38.06001,肠系膜上动脉血栓切除术,38.0600x001,肠系膜上动脉血栓切除术,
38.06003,髂动脉血栓切除术,38.0602,髂动脉取栓术,
38.06005,腹腔动脉切开探查术,38.0600x002,腹腔动脉切开探查术,
38.06006,肝动脉血栓切除术,38.0600x003,肝动脉取栓术,
38.06007,肠系膜动脉血栓切除术,38.0601,肠系膜动脉取栓术,
38.06008,肾动脉血栓切除术,38.0603,肾动脉取栓术,
38.07001,肠系膜上静脉血栓切除术,38.0700x001,肠系膜上静脉血栓切除术,
38.07002,门静脉血栓切除术,38.0704,门静脉取栓术,
38.07003,门静脉探查术,38.0700x003,门静脉探查术,
38.07004,肾静脉血栓切除术,38.0703,肾静脉取栓术,
38.07005,下腔静脉血栓切除术,38.0702,下腔静脉取栓术,
38.07006,肝静脉血栓切除术,38.0700x004,肝静脉取栓术,
38.07007,髂静脉血栓切除术,38.0701,髂静脉取栓术,
38.07008,肠系膜静脉血栓切除术,38.0705,肠系膜静脉取栓术,
38.08001,股动脉血栓切除术,38.0801,股动脉取栓术,
38.08002,下肢动脉血栓切除术,38.0800x002,下肢动脉血栓切除术,
38.08003,下肢动脉探查术,38.0800x003,下肢动脉探查术,
38.08004,下肢人工血管取栓术,38.0800x004,下肢人工血管取栓术,
38.08005,下肢动脉切开异物取出术,38.0800x005,下肢动脉切开异物去除术,
38.08006,腘动脉血栓切除术,38.0802,腘动脉取栓术,
38.09001,下肢静脉血栓切除术,38.0900x001,下肢静脉血栓切除术,
38.09002,下肢静脉探查术,38.0900x002,下肢静脉探查术,
38.09003,股静脉血栓切除术,38.0901,股静脉取栓术,
38.09004,腘静脉血栓切除术,38.0902,腘静脉取栓术,
38.09005,大隐静脉切开术,38.0900x003,大隐静脉切开术,
38.10002,动脉内膜剥脱术,38.1000x002,动脉内膜剥脱术,
38.11001,颅内动脉内膜剥脱术,38.1100,颅内动脉内膜切除术,
38.12003,颈动脉内膜剥脱术,38.1200x003,颈动脉内膜剥脱术,
38.13001,上肢血管内膜剥脱术,38.1300,上肢血管内膜切除术,
38.14001,主动脉内膜剥脱术,38.1400x001,主动脉内膜剥脱术,
38.14002,腹主动脉内膜剥脱术,38.1402,腹主动脉内膜切除术,
38.14003,胸主动脉内膜剥脱术,38.1403,胸主动脉内膜切除术,
38.15001,肺动脉内膜剥脱术,38.1500x001,肺动脉内膜剥脱术,
38.16002,髂动脉内膜剥脱术,38.1600x002,髂动脉内膜剥除术,
38.16004,肾动脉内膜剥脱伴补片修补术,38.1601,肾动脉内膜切除伴补片修补术,
38.16005,肾动脉内膜剥脱术,38.1604,肾动脉内膜切除术,
38.18001,股动脉内膜剥脱术,38.1800x001,股动脉内膜剥脱术,
38.18002,股动脉内膜剥脱伴血栓切除术,38.1800x002,股动脉内膜剥脱伴血栓切除术,
38.18003,腘动脉内膜剥脱伴补片修补术,38.1800x003,腘动脉内膜剥脱伴补片修补术,
38.18004,腘动脉内膜剥脱术,38.1800x004,腘动脉内膜剥脱术,
38.18005,下肢动脉内膜剥脱伴血栓切除术,38.1800x005,下肢动脉内膜剥脱伴血栓切除术,
38.18006,胫腓动脉内膜剥脱伴补片修补术,38.1800x006,胫腓动脉内膜剥脱伴补片修补术,
38.21001,血管活检,38.2100,血管活组织检查,
38.22001,经皮血管镜检查,38.2200,经皮血管镜检查,
38.23001,血管内光谱分析,38.2300,血管内光谱分析,
38.24001,冠状血管光学相干断层扫描检查[OCT],38.2400,经光学相干断层扫描的冠状血管血管内影像[OCT],
38.25001,非冠状血管光学相干断层扫描检查[OCT],38.2500,经光学相干断层扫描的非冠状血管血管内影像[OCT],
38.26001,无线压力传感器置入术(用于心内或大血管血流动力学监测),38.2601,置入无导线的压力传感器，用于心内或大血管血流动力学监测,
38.26002,无线压力传感器置换术(用于心内或大血管血流动力学监测),38.2602,置换无导线的压力传感器，用于心内或大血管血流动力学监测,
38.30001,动脉瘤切除伴吻合术,38.3000x001,动脉瘤切除伴吻合术,
38.30002,血管切除伴吻合术,38.3000,血管部分切除术伴吻合术,
38.31001,颅内血管切除伴吻合术,38.3100x001,脑血管切除伴吻合术,
38.32001,颈动脉部分切除伴吻合术,38.3202,颈动脉部分切除伴吻合术,
38.32002,颈内动脉瘤切除伴吻合术,38.3200x002,颈内动脉瘤切除伴吻合术,
38.32003,颈内动脉部分切除伴吻合术,38.3200x002,颈内动脉瘤切除伴吻合术,
38.32004,颈静脉部分切除伴吻合术,38.3200x003,颈静脉部分切除伴吻合术,
38.33001,上肢动脉瘤切除伴吻合术,38.3301,上肢动脉动脉瘤切除伴吻合术,
38.33002,上肢动脉部分切除伴吻合术,38.3300,上肢血管部分切除伴吻合术,
38.34001,主动脉部分切除伴吻合术,38.3400,主动脉部分切除术伴吻合术,
38.34002,主动脉瘤切除伴吻合术,38.3401,主动脉动脉瘤切除伴吻合术,
38.34003,血管环矫治术,38.3400x003,血管环矫治术,
38.34004,胸主动脉部分切除伴吻合术,38.3400,主动脉部分切除术伴吻合术,
38.34005,腹主动脉部分切除伴吻合术,38.3400,主动脉部分切除术伴吻合术,
38.35001,肺动脉部分切除伴吻合术,38.3501,肺动脉部分切除伴吻合术,
38.35002,肺动脉吊带矫治术,38.3500x002,肺动脉吊带矫治术,
38.35003,锁骨下动脉部分切除伴吻合术,38.3500x003,锁骨下动脉部分切除伴吻合术,
38.35004,肺静脉部分切除伴吻合术,38.3500x004,肺静脉部分切除伴吻合术,
38.36001,腹动脉部分切除伴吻合术,38.3600,腹动脉部分切除术伴吻合术,
38.36002,肝动脉部分切除伴吻合术,38.3600x002,肝动脉部分切除伴吻合术,
38.36003,移植肾动脉部分切除伴吻合术,38.3600x003,移植肾动脉部分切除伴吻合术,
38.36004,肾动脉部分切除伴吻合术,38.3600x004,肾动脉部分切除伴吻合术,
38.36005,脾动脉部分切除伴吻合术,38.3600x005,脾动脉部分切除伴吻合术,
38.36006,髂动脉部分切除伴吻合术,38.3600x006,髂动脉部分切除伴吻合术,
38.37001,腹部静脉部分切除伴吻合术,38.3700,腹静脉部分切除术伴吻合术,
38.37002,门静脉部分切除伴吻合术,38.3700x001,门静脉部分切除伴吻合术,
38.37003,肠系膜静脉部分切除伴吻合术,38.3700x002,肠系膜静脉部分切除伴吻合术,
38.37004,下腔静脉部分切除伴吻合术,38.3700x003,下腔静脉部分切除伴吻合术,
38.37005,髂静脉部分切除伴吻合术,38.3700x004,髂静脉部分切除伴吻合术,
38.37006,脾静脉部分切除伴吻合术,38.3700x005,脾静脉部分切除伴吻合术,
38.37007,肾静脉部分切除伴吻合术,38.3701,肾静脉部分切除伴吻合术,
38.38001,下肢动脉部分切除伴吻合术,38.3800,下肢动脉部分切除术伴吻合术,
38.39001,下肢静脉部分切除术伴吻合术,38.3900,下肢静脉部分切除术伴吻合术,
38.41001,颅内血管部分切除术伴置换术,38.4100,颅内血管部分切除术伴置换术,
38.42001,颈动脉部分切除伴颈总-颈内动脉人工血管搭桥术,38.4200x001,颈动脉部分切除伴颈总-颈内动脉人工血管搭桥术,
38.42002,颈总动脉切除伴自体血管移植术,38.4200x002,颈总动脉切除伴自体血管移植术,
38.42003,颈动脉部分切除伴颈总-颈内动脉自体血管搭桥术,38.4200x003,颈动脉部分切除伴颈总-颈内动脉自体血管搭桥术,
38.43001,肱动脉瘤切除伴自体血管移植术,38.4300x001,肱动脉瘤切除伴自体血管移植术,
38.43002,桡动脉部分切除伴桡尺动脉自体血管移植术,38.4300x002,桡动脉部分切除伴桡尺动脉自体血管移植术,
38.43003,腋动脉部分切除伴自体血管置换术,38.4300x003,腋动脉部分切除伴自体血管置换术,
38.43004,腋静脉部分切除伴人工血管置换术,38.4300x005,腋静脉部分切除伴人工血管置换术,
38.43005,腋静脉部分切除伴自体血管置换术,38.4300x004,腋静脉部分切除伴自体血管置换术,
38.43006,肱动脉部分切除伴人工血管置换术,38.4300x006,肱动脉部分切除伴人工血管置换术,
38.43007,肱动脉部分切除伴自体血管移植术,38.4300x001,肱动脉瘤切除伴自体血管移植术,
38.43008,桡动脉部分切除伴人工血管置换术,38.4300x007,桡动脉部分切除伴人工血管置换术,
38.43009,桡动脉部分切除伴自体血管置换术,38.4300x008,桡动脉部分切除伴自体血管置换术,
38.43010,尺动脉部分切除伴自体血管置换术,38.4304,尺动脉部分切除伴自体血管置换术,
38.44001,腹主动脉部分切除伴人工血管置换术,38.4400x001,腹主动脉部分切除伴人工血管置换术,
38.44002,腹主动脉瘤切除伴人工血管置换术,38.4400x002,腹主动脉瘤切除伴人工血管置换术,
38.44003,腹主动脉部分切除伴自体血管置换术,38.4400x003,腹主动脉部分切除伴自体血管置换术,
38.45001,上腔静脉部分切除伴人工血管补片修补术,38.4500x001,上腔静脉部分切除伴人工血管补片修补术,
38.45002,锁骨下动脉瘤切除伴人工血管置换术,38.4500x002,锁骨下动脉瘤切除伴人工血管置换术,
38.45003,上腔静脉部分切除伴人工血管置换术,38.4500x003,上腔静脉部分切除伴人工血管置换术,
38.45004,肺动脉瘤切除伴补片修补术,38.4500x004,肺动脉瘤切除伴补片修补术,
38.45005,保留主动脉瓣的主动脉根部置换术[David手术],38.4507,保留主动脉瓣主动脉根部置换加冠状动脉移植术（David手术）,
38.45006,全主动脉弓人工血管置换并支架象鼻手术[Sun's手术],38.4504,全主动脉弓人工血管置换并支架象鼻手术（Sun's手术）,
38.45007,部分主动脉弓人工血管置换术,38.4500x007,部分主动脉弓人工血管置换术,
38.45008,Bentall手术,38.4503,主动脉瓣和升主动脉置换和冠脉移植术（Bentall手术）,
38.45009,次全主动脉人工血管置换术,38.4500x009,次全主动脉人工血管置换术,
38.45010,全主动脉弓人工血管置换术,38.4500x010,全主动脉弓人工血管置换术,
38.45011,支架象鼻术,38.4500x011,支架象鼻术,
38.45012,Carbol手术,38.4506,主动脉瓣和升主动脉置换术（Cabrol手术）,
38.45013,升主动脉部分切除伴人工血管置换术,38.4500x013,升主动脉部分切除伴人工血管置换术,
38.45014,胸主动脉部分切除伴人工血管置换术,38.4500x014,胸主动脉部分切除伴人工血管置换术,
38.45015,肺动脉瘤切除伴人工血管置换术,38.4500x015,肺动脉瘤切除伴人工血管置换术,
38.45016,全主动脉人工血管置换术,38.4500x016,全主动脉人工血管置换术,
38.45017,主动脉弓中断矫治术,38.4500x017,主动脉弓中断矫治术,
38.45018,主动脉瘤切除伴人工血管置换术,38.4500x018,主动脉瘤切除伴人工血管置换术,
38.45019,主动脉部分切除伴人工血管置换术,38.4500x019,主动脉部分切除伴人工血管置换术,
38.45020,锁骨下动脉部分切除伴人工血管置换术,38.4509,锁骨下动脉部分切除伴置换术,
38.45021,锁骨下动脉部分切除伴自体血管置换术,38.4500x020,锁骨下动脉部分切除伴自体血管置换术,
38.45022,胸主动脉部分切除伴自体血管置换术,38.4500x021,胸主动脉部分切除伴自体血管置换术,
38.45023,锁骨下静脉部分切除伴自体血管置换术,38.4500x022,锁骨下静脉部分切除伴自体血管置换术,
38.45024,肺动脉部分切除伴自体血管置换术,38.4500x023,肺动脉部分切除伴自体血管置换术,
38.45025,肺动脉部分切除伴人工血管置换术,38.4500x015,肺动脉瘤切除伴人工血管置换术,
38.45026,无名动脉部分切除伴人工血管置换术,38.4500x024,无名动脉部分切除伴人工血管置换术,
38.45027,上腔静脉部分切除伴置换术,38.4510,上腔静脉部分切除伴置换术,
38.46001,髂动脉部分切除伴人工血管置换术,38.4600x001,髂动脉部分切除术伴人工血管置换术,
38.46003,髂动脉瘤切除伴人工血管置换术,38.4600x003,髂动脉瘤切除伴人工血管置换术,
38.46004,髂动脉部分切除伴自体血管置换术,38.4600x004,髂动脉部分切除伴自体血管置换术,
38.46005,肝动脉部分切除伴自体血管置换术,38.4600x005,肝动脉部分切除伴自体血管置换术,
38.46006,阴茎动脉部分切除伴自体血管置换术,38.4600x006,阴茎动脉部分切除伴自体血管置换术,
38.46007,肾动脉部分切除伴置换术,38.4601,肾动脉瘤切除伴置换术,
38.46008,脾动脉部分切除伴置换术,38.4602,脾动脉瘤切除伴置换术,
38.47001,下腔静脉部分切除伴人工血管置换术,38.4700x001,下腔静脉部分切除伴人工血管置换术,
38.47002,门静脉部分切除伴人工血管置换术,38.4700x002,门静脉部分切除伴人工血管置换术,
38.47003,门静脉部分切除伴自体血管置换术,38.4700x003,门静脉部分切除伴自体血管置换术,
38.47004,髂静脉部分切除伴人工血管置换术,38.4700x004,髂静脉部分切除伴人工血管置换术,
38.47005,髂静脉部分切除伴自体血管置换术,38.4700x005,髂静脉部分切除伴自体血管置换术,
38.47006,下腔静脉部分切除伴自体血管置换术,38.4702,下腔静脉部分切除伴置换术,
38.48001,腘动脉瘤切除伴人工血管置换术,38.4800x001,腘动脉瘤切除伴人工血管置换术,
38.48002,腘动脉部分切除伴人工血管置换术,38.4800x002,腘动脉部分切除伴人工血管置换术,
38.48003,腘动脉部分切除伴自体血管置换术,38.4800x003,腘动脉部分切除伴自体血管置换术,
