北京临床版编码v7.0,北京临床版名称v7.0,国家临床版编码2.0,附加代码,国家临床版名称2.0,
C21.803,肛管及直肠恶性肿瘤,C21.801,,直肠肛管恶性肿瘤,C21.801
C22.001,肝细胞癌,C22.000,,肝细胞癌,C22.000
C22.101,肝内胆管癌,C22.100,,肝内胆管癌,C22.100
C22.201,肝母细胞瘤,C22.200,,肝母细胞瘤,C22.200
C22.301,肝巨噬细胞肉瘤[Kupffer细胞肉瘤],C22.300x001,,肝巨噬细胞肉瘤[Kupffer细胞肉瘤],C22.300x001
C22.302,肝血管肉瘤,C22.300,,肝血管肉瘤,C22.300
C22.901,肝恶性肿瘤,C22.900,,肝恶性肿瘤,C22.900
C23xx01,胆囊恶性肿瘤,C23.x00,,胆囊恶性肿瘤,C23.x00
C24.001,胆管恶性肿瘤,C24.002,,胆管恶性肿瘤,C24.002
C24.002,肝管恶性肿瘤,C24.001,,肝管恶性肿瘤,C24.001
C24.003,胆囊管恶性肿瘤,C24.004,,胆囊管恶性肿瘤,C24.004
C24.004,胆总管恶性肿瘤,C24.003,,胆总管恶性肿瘤,C24.003
C24.006,肝胆管恶性肿瘤,C24.000x006,,肝胆管恶性肿瘤,C24.000x006
C24.007,肝门胆管恶性肿瘤,C24.000x007,,肝门胆管恶性肿瘤,C24.000x007
C24.101,法特壶腹恶性肿瘤,C24.100,,法特壶腹恶性肿瘤,C24.100
C24.102,法特壶腹周围恶性肿瘤,C24.100x001,,法特壶腹周围恶性肿瘤,C24.100x001
C24.801,肝内及肝外胆管恶性肿瘤,C24.800x001,,肝内及肝外胆管恶性肿瘤,C24.800x001
C24.901,胆道恶性肿瘤,C24.900,,胆道恶性肿瘤,C24.900
C25.001,胰头恶性肿瘤,C25.000,,胰头恶性肿瘤,C25.000
C25.101,胰体恶性肿瘤,C25.100,,胰体恶性肿瘤,C25.100
C25.201,胰尾恶性肿瘤,C25.200,,胰尾恶性肿瘤,C25.200
C25.301,胰管恶性肿瘤,C25.300,,胰管恶性肿瘤,C25.300
C25.401,内分泌胰腺恶性肿瘤,C25.400x001,,内分泌胰腺恶性肿瘤,C25.400x001
C25.701,胰颈恶性肿瘤,C25.701,,胰颈恶性肿瘤,C25.701
C25.801,胰头和胰颈及胰体恶性肿瘤,C25.800x001,,胰头和胰颈及胰体恶性肿瘤,C25.800x001
C25.802,胰颈及胰体恶性肿瘤,C25.802,,胰颈胰体部恶性肿瘤,C25.802
C25.803,胰体及胰尾恶性肿瘤,C25.801,,胰体胰尾部恶性肿瘤,C25.801
C25.804,胰头及胰颈恶性肿瘤,C25.803,,胰头胰颈部恶性肿瘤,C25.803
C25.901,胰腺恶性肿瘤,C25.900x001,,胰腺恶性肿瘤,C25.900x001
C26.001,肠道恶性肿瘤,C26.000x001,,肠道恶性肿瘤,C26.000x001
C26.101,脾恶性肿瘤,C26.100,,脾恶性肿瘤,C26.100
C26.801,小肠及结肠恶性肿瘤,C26.800x001,,小肠及结肠恶性肿瘤,C26.800x001
C26.802,胃体及横结肠恶性肿瘤,C26.800x002,,胃体及横结肠恶性肿瘤,C26.800x002
C26.803,胆管及胆囊恶性肿瘤,C26.800x003,,胆管及胆囊恶性肿瘤,C26.800x003
C26.901,胃肠道恶性肿瘤,C26.901,,胃肠道恶性肿瘤,C26.901
C26.902,消化道恶性肿瘤,C26.900x002,,消化道恶性肿瘤,C26.900x002
C30.001,鼻腔恶性肿瘤,C30.000,,鼻腔恶性肿瘤,C30.000
C30.002,鼻软骨恶性肿瘤,C30.001,,鼻软骨恶性肿瘤,C30.001
C30.003,鼻甲恶性肿瘤,C30.002,,鼻甲恶性肿瘤,C30.002
C30.005,鼻中隔恶性肿瘤,C30.004,,鼻中隔恶性肿瘤,C30.004
C30.006,鼻前庭恶性肿瘤,C30.005,,鼻前庭恶性肿瘤,C30.005
C30.101,乳突恶性肿瘤,C30.102,,乳突恶性肿瘤,C30.102
C30.102,咽鼓管恶性肿瘤,C30.101,,咽鼓管恶性肿瘤,C30.101
C30.103,中耳恶性肿瘤,C30.100,,中耳恶性肿瘤,C30.100
C31.001,上颌窦恶性肿瘤,C31.000,,上颌窦恶性肿瘤,C31.000
C31.101,筛窦恶性肿瘤,C31.100,,筛窦恶性肿瘤,C31.100
C31.201,额窦恶性肿瘤,C31.200,,额窦恶性肿瘤,C31.200
C31.301,蝶窦恶性肿瘤,C31.300,,蝶窦恶性肿瘤,C31.300
C31.801,筛窦蝶窦恶性肿瘤,C31.801,,筛窦蝶窦恶性肿瘤,C31.801
C31.901,鼻窦恶性肿瘤,C31.900x001,,鼻窦恶性肿瘤,C31.900x001
C32.001,声带恶性肿瘤,C32.001,,声带恶性肿瘤,C32.001
C32.002,声门恶性肿瘤,C32.000,,声门恶性肿瘤,C32.000
C32.101,会厌恶性肿瘤,C32.101,,会厌恶性肿瘤,C32.101
C32.102,声门上恶性肿瘤,C32.100,,声门上恶性肿瘤,C32.100
C32.104,会厌后面(喉面)恶性肿瘤,C32.100x004,,会厌后面(喉面)恶性肿瘤,C32.100x004
C32.105,喉室带恶性肿瘤,C32.104,,喉室带恶性肿瘤,C32.104
C32.201,声门下恶性肿瘤,C32.200,,声门下恶性肿瘤,C32.200
C32.301,喉软骨恶性肿瘤,C32.300,,喉软骨恶性肿瘤,C32.300
C32.901,喉恶性肿瘤,C32.900,,喉恶性肿瘤,C32.900
C33xx01,气管恶性肿瘤,C33.x00,,气管恶性肿瘤,C33.x00
C34.001,主支气管恶性肿瘤,C34.000,,主支气管恶性肿瘤,C34.000
C34.002,左主支气管恶性肿瘤,C34.000x002,,左主支气管恶性肿瘤,C34.000x002
C34.003,右主支气管恶性肿瘤,C34.000x003,,右主支气管恶性肿瘤,C34.000x003
C34.004,肺门恶性肿瘤,C34.001,,肺门恶性肿瘤,C34.001
C34.101,肺上叶恶性肿瘤,C34.101,,肺上叶恶性肿瘤,C34.101
C34.103,左肺上叶恶性肿瘤,C34.100x003,,左肺上叶恶性肿瘤,C34.100x003
C34.104,右肺上叶恶性肿瘤,C34.100x004,,右肺上叶恶性肿瘤,C34.100x004
C34.201,右肺中叶恶性肿瘤,C34.200x001,,右肺中叶恶性肿瘤,C34.200x001
C34.301,肺下叶恶性肿瘤,C34.301,,肺下叶恶性肿瘤,C34.301
C34.303,左肺下叶恶性肿瘤,C34.300x003,,左肺下叶恶性肿瘤,C34.300x003
C34.304,右肺下叶恶性肿瘤,C34.300x004,,右肺下叶恶性肿瘤,C34.300x004
C34.801,右肺中上叶恶性肿瘤,C34.800x001,,右肺中上叶恶性肿瘤,C34.800x001
C34.802,右肺中下叶恶性肿瘤,C34.800x002,,右肺中下叶恶性肿瘤,C34.800x002
C34.803,左肺上下叶恶性肿瘤,C34.800x003,,左肺上下叶恶性肿瘤,C34.800x003
C34.901,肺恶性肿瘤,C34.900x001,,肺恶性肿瘤,C34.900x001
C34.902,细支气管恶性肿瘤,C34.902,,细支气管恶性肿瘤,C34.902
C34.904,左肺恶性肿瘤,C34.900x004,,左肺恶性肿瘤,C34.900x004
C34.905,右肺恶性肿瘤,C34.900x005,,右肺恶性肿瘤,C34.900x005
C34.906,双肺恶性肿瘤,C34.900x006,,双肺恶性肿瘤,C34.900x006
C34.907,支气管恶性肿瘤,C34.901,,支气管恶性肿瘤,C34.901
C34.908,肺多处恶性肿瘤,C34.900x008,,肺多处恶性肿瘤,C34.900x008
C37xx01,胸腺恶性肿瘤,C37.x00,,胸腺恶性肿瘤,C37.x00
C38.001,心包恶性肿瘤,C38.001,,心包恶性肿瘤,C38.001
C38.002,心房恶性肿瘤,C38.002,,心房恶性肿瘤,C38.002
C38.003,心脏恶性肿瘤,C38.000,,心脏恶性肿瘤,C38.000
C38.004,心室恶性肿瘤,C38.000x004,,心室恶性肿瘤,C38.000x004
C38.101,前纵隔恶性肿瘤,C38.100,,前纵隔恶性肿瘤,C38.100
C38.201,后纵隔恶性肿瘤,C38.200,,后纵隔恶性肿瘤,C38.200
C38.301,纵隔恶性肿瘤,C38.300,,纵隔恶性肿瘤,C38.300
C38.401,胸膜壁层恶性肿瘤,C38.401,,胸膜壁层恶性肿瘤,C38.401
C38.402,胸膜恶性肿瘤,C38.400,,胸膜恶性肿瘤,C38.400
C38.403,胸膜脏层恶性肿瘤,C38.400x003,,胸膜脏层恶性肿瘤,C38.400x003
C39.001,上呼吸道恶性肿瘤,C39.000x001,,上呼吸道恶性肿瘤,C39.000x001
C39.801,鼻腔及鼻窦恶性肿瘤,C39.801,,"鼻腔,鼻窦恶性肿瘤",C39.801
C39.901,呼吸系统恶性肿瘤,C39.900x001,,呼吸系统恶性肿瘤,C39.900x001
C40.001,上肢长骨恶性肿瘤,C40.000x001,,上肢长骨恶性肿瘤,C40.000x001
C40.002,肩胛骨恶性肿瘤,C40.001,,肩胛骨恶性肿瘤,C40.001
C40.003,肱骨恶性肿瘤,C40.002,,肱骨恶性肿瘤,C40.002
C40.004,桡骨恶性肿瘤,C40.004,,桡骨恶性肿瘤,C40.004
C40.005,尺骨恶性肿瘤,C40.003,,尺骨恶性肿瘤,C40.003
C40.006,肩关节恶性肿瘤,C40.000x006,,肩关节恶性肿瘤,C40.000x006
C40.007,肘关节恶性肿瘤,C40.005,,肘关节恶性肿瘤,C40.005
C40.101,上肢短骨恶性肿瘤,C40.100,,上肢短骨恶性肿瘤,C40.100
C40.102,腕骨恶性肿瘤,C40.101,,腕骨恶性肿瘤,C40.101
C40.103,掌骨恶性肿瘤,C40.103,,掌骨恶性肿瘤,C40.103
C40.104,指骨恶性肿瘤,C40.102,,指骨恶性肿瘤,C40.102
C40.105,手骨恶性肿瘤,C40.100x005,,手骨恶性肿瘤,C40.100x005
C40.106,腕关节恶性肿瘤,C40.100x006,,腕关节恶性肿瘤,C40.100x006
C40.107,手关节恶性肿瘤,C40.100x007,,手关节恶性肿瘤,C40.100x007
C40.201,下肢长骨恶性肿瘤,C40.200,,下肢长骨恶性肿瘤,C40.200
C40.202,股骨恶性肿瘤,C40.201,,股骨恶性肿瘤,C40.201
C40.203,腓骨恶性肿瘤,C40.203,,腓骨恶性肿瘤,C40.203
C40.204,胫骨恶性肿瘤,C40.202,,胫骨恶性肿瘤,C40.202
C40.205,膝关节恶性肿瘤,C40.200x005,,膝关节恶性肿瘤,C40.200x005
C40.301,下肢短骨恶性肿瘤,C40.300,,下肢短骨恶性肿瘤,C40.300
C40.302,髌骨恶性肿瘤,C40.301,,髌骨恶性肿瘤,C40.301
C40.303,踝骨恶性肿瘤,C40.300x003,,踝骨恶性肿瘤,C40.300x003
C40.304,距骨恶性肿瘤,C40.300x004,,距骨恶性肿瘤,C40.300x004
C40.305,跟骨恶性肿瘤,C40.300x005,,跟骨恶性肿瘤,C40.300x005
C40.306,跗骨恶性肿瘤,C40.302,,跗骨恶性肿瘤,C40.302
C40.307,跖骨恶性肿瘤,C40.304,,跖骨恶性肿瘤,C40.304
C40.308,趾骨恶性肿瘤,C40.303,,趾骨恶性肿瘤,C40.303
C40.309,足骨恶性肿瘤,C40.300x009,,足骨恶性肿瘤,C40.300x009
C40.310,踝关节恶性肿瘤,C40.300x010,,踝关节恶性肿瘤,C40.300x010
C40.311,足关节恶性肿瘤,C40.300x011,,足关节恶性肿瘤,C40.300x011
C40.901,肢体骨及关节软骨恶性肿瘤,C40.900x001,,肢体骨及关节软骨恶性肿瘤,C40.900x001
C41.001,颅骨和面骨恶性肿瘤,C41.000,,颅骨和面骨恶性肿瘤,C41.000
C41.011,额骨恶性肿瘤,C41.002,,额骨恶性肿瘤,C41.002
C41.012,筛骨恶性肿瘤,C41.006,,筛骨恶性肿瘤,C41.006
C41.013,蝶骨恶性肿瘤,C41.005,,蝶骨恶性肿瘤,C41.005
C41.014,颞骨恶性肿瘤,C41.007,,颞骨恶性肿瘤,C41.007
C41.015,眶骨恶性肿瘤,C41.008,,眶骨恶性肿瘤,C41.008
C41.016,枕骨恶性肿瘤,C41.004,,枕骨恶性肿瘤,C41.004
C41.017,顶骨恶性肿瘤,C41.003,,顶骨恶性肿瘤,C41.003
C41.018,颅骨恶性肿瘤,C41.000x018,,颅骨恶性肿瘤,C41.000x018
C41.019,斜坡恶性肿瘤,C41.000x019,,斜坡恶性肿瘤,C41.000x019
C41.020,舌骨恶性肿瘤,C41.000x020,,舌骨恶性肿瘤,C41.000x020
C41.021,犁骨恶性肿瘤,C41.000x021,,犁骨恶性肿瘤,C41.000x021
C41.022,上颌骨恶性肿瘤,C41.011,,上颌骨恶性肿瘤,C41.011
C41.023,颚骨恶性肿瘤,C41.000x023,,颚骨恶性肿瘤,C41.000x023
C41.024,鼻骨恶性肿瘤,C41.009,,鼻骨恶性肿瘤,C41.009
C41.025,鼻甲骨恶性肿瘤,C41.000x025,,鼻甲骨恶性肿瘤,C41.000x025
C41.026,颧骨恶性肿瘤,C41.010,,颧骨恶性肿瘤,C41.010
C41.027,颌面骨恶性肿瘤,C41.000x027,,颌面骨恶性肿瘤,C41.000x027
C41.028,面骨恶性肿瘤,C41.001,,面骨恶性肿瘤,C41.001
C41.029,眉骨恶性肿瘤,C41.012,,眉弓恶性肿瘤,C41.012
C41.101,下颌骨恶性肿瘤,C41.100,,下颌骨恶性肿瘤,C41.100
C41.102,髁突恶性肿瘤,C41.100x002,,髁突恶性肿瘤,C41.100x002
C41.201,脊柱恶性肿瘤,C41.200,,脊柱恶性肿瘤,C41.200
C41.202,颈椎恶性肿瘤,C41.201,,颈椎恶性肿瘤,C41.201
C41.203,胸椎恶性肿瘤,C41.202,,胸椎恶性肿瘤,C41.202
C41.204,腰椎恶性肿瘤,C41.203,,腰椎恶性肿瘤,C41.203
C41.205,椎骨恶性肿瘤,C41.200x005,,椎骨恶性肿瘤,C41.200x005
C41.301,肋骨恶性肿瘤,C41.302,,肋骨恶性肿瘤,C41.302
C41.302,锁骨恶性肿瘤,C41.300x002,,锁骨恶性肿瘤,C41.300x002
C41.303,胸骨恶性肿瘤,C41.301,,胸骨恶性肿瘤,C41.301
C41.401,耻骨恶性肿瘤,C41.404,,耻骨恶性肿瘤,C41.404
C41.403,髂骨恶性肿瘤,C41.406,,髂骨恶性肿瘤,C41.406
C41.404,盆骨恶性肿瘤,C41.401,,盆骨恶性肿瘤,C41.401
C41.405,骶骨恶性肿瘤,C41.403,,骶骨恶性肿瘤,C41.403
C41.406,尾骨恶性肿瘤,C41.405,,尾骨恶性肿瘤,C41.405
C41.407,髋骨恶性肿瘤,C41.402,,髋骨恶性肿瘤,C41.402
C41.408,髋关节恶性肿瘤,C41.400x008,,髋关节恶性肿瘤,C41.400x008
C41.409,髋臼恶性肿瘤,C41.400x009,,髋臼恶性肿瘤,C41.400x009
C41.801,腰椎及骶椎恶性肿瘤,C41.800x001,,腰椎及骶椎恶性肿瘤,C41.800x001
C41.901,骨恶性肿瘤,C41.900x001,,骨恶性肿瘤,C41.900x001
C41.902,关节软骨恶性肿瘤,C41.901,,关节软骨恶性肿瘤,C41.901
C43.001,唇恶性黑色素瘤,C43.000,,唇恶性黑色素瘤,C43.000
C43.101,眼睑恶性黑色素瘤,C43.100x001,,眼睑恶性黑色素瘤,C43.100x001
C43.201,耳廓恶性黑色素瘤,C43.200x001,,耳廓恶性黑色素瘤,C43.200x001
C43.202,外耳道恶性黑色素瘤,C43.201,,外耳道恶性黑色素瘤,C43.201
C43.203,耳恶性黑色素瘤,C43.200x003,,耳恶性黑色素瘤,C43.200x003
C43.301,鼻恶性黑色素瘤,C43.302,,鼻恶性黑色素瘤,C43.302
C43.302,面恶性黑色素瘤,C43.300,,面部恶性黑色素瘤,C43.300
C43.401,颈恶性黑色素瘤,C43.401,,颈部恶性黑色素瘤,C43.401
C43.402,头皮恶性黑色素瘤,C43.400x002,,头皮恶性黑色素瘤,C43.400x002
C43.501,腹股沟恶性黑色素瘤,C43.504,,腹股沟恶性黑色素瘤,C43.504
C43.502,躯干恶性黑色素瘤,C43.500,,躯干恶性黑色素瘤,C43.500
C43.503,肛门恶性黑色素瘤,C43.507,,肛门恶性黑色素瘤,C43.507
C43.504,乳房恶性黑色素瘤,C43.501,,乳房恶性黑色素瘤,C43.501
C43.505,胸壁恶性黑色素瘤,C43.502,,胸壁恶性黑色素瘤,C43.502
C43.506,腹壁恶性黑色素瘤,C43.503,,腹壁恶性黑色素瘤,C43.503
C43.507,背部恶性黑色素瘤,C43.505,,背部恶性黑色素瘤,C43.505
C43.508,臀部恶性黑色素瘤,C43.506,,臀部恶性黑色素瘤,C43.506
C43.509,肛周恶性黑色素瘤,C43.508,,肛周恶性黑色素瘤,C43.508
C43.601,上肢恶性黑色素瘤,C43.600x001,,上肢恶性黑色素瘤,C43.600x001
C43.602,手指恶性黑色素瘤,C43.600x002,,手指恶性黑色素瘤,C43.600x002
C43.603,上肢端恶性黑色素瘤,C43.600x003,,上肢端恶性黑色素瘤,C43.600x003
C43.701,下肢恶性黑色素瘤,C43.700x001,,下肢恶性黑色素瘤,C43.700x001
C43.702,下肢端恶性黑色素瘤,C43.700x002,,下肢端恶性黑色素瘤,C43.700x002
C43.901,恶性黑色素瘤,C43.900x001,,恶性黑色素瘤,C43.900x001
C43.902,恶性蓝痣,C43.900x002,,恶性蓝痣,C43.900x002
C43.903,恶性雀斑样痣,C43.900x003,,恶性雀斑样痣,C43.900x003
C44.001,唇部皮肤恶性肿瘤,C44.000x001,,唇部皮肤恶性肿瘤,C44.000x001
C44.101,睑板腺恶性肿瘤,C44.102,,睑板腺恶性肿瘤,C44.102
C44.102,眼睑恶性肿瘤,C44.100x002,,眼睑恶性肿瘤,C44.100x002
C44.103,内眦恶性肿瘤,C44.100x003,,内眦恶性肿瘤,C44.100x003
C44.104,外眦恶性肿瘤,C44.100x004,,外眦恶性肿瘤,C44.100x004
C44.201,耳部皮肤恶性肿瘤,C44.200x001,,耳部皮肤恶性肿瘤,C44.200x001
C44.202,外耳道皮肤恶性肿瘤,C44.201,,外耳道皮肤恶性肿瘤,C44.201
C44.301,鼻部皮肤恶性肿瘤,C44.304,,鼻部皮肤恶性肿瘤,C44.304
C44.302,鼻唇沟皮肤恶性肿瘤,C44.300x011,,鼻唇沟皮肤恶性肿瘤,C44.300x011
C44.303,额部皮肤恶性肿瘤,C44.302,,额部皮肤恶性肿瘤,C44.302
C44.304,面部皮肤恶性肿瘤,C44.300,,面部皮肤恶性肿瘤,C44.300
C44.305,颞部皮肤恶性肿瘤,C44.300x005,,颞部皮肤恶性肿瘤,C44.300x005
C44.306,鼻翼皮肤恶性肿瘤,C44.300x006,,鼻翼皮肤恶性肿瘤,C44.300x006
C44.307,颌下皮肤恶性肿瘤,C44.305,,颌下皮肤恶性肿瘤,C44.305
C44.308,颏部恶性肿瘤,C44.307,,颏部恶性肿瘤,C44.307
C44.402,颈部皮肤恶性肿瘤,C44.401,,颈部皮肤恶性肿瘤,C44.401
C44.403,头颈皮肤恶性肿瘤,C44.400,,头皮和颈部皮肤恶性肿瘤,C44.400
C44.404,头皮恶性肿瘤,C44.400x004,,头皮恶性肿瘤,C44.400x004
C44.501,背部皮肤恶性肿瘤,C44.504,,背部皮肤恶性肿瘤,C44.504
C44.502,躯干皮肤恶性肿瘤,C44.500,,躯干皮肤恶性肿瘤,C44.500
C44.503,臀部皮肤恶性肿瘤,C44.506,,臀部皮肤恶性肿瘤,C44.506
C44.505,胸壁皮肤恶性肿瘤,C44.500x005,,胸壁皮肤恶性肿瘤,C44.500x005
C44.506,乳腺皮肤恶性肿瘤,C44.500x006,,乳腺皮肤恶性肿瘤,C44.500x006
C44.507,肛周皮肤恶性肿瘤,C44.508,,肛周皮肤恶性肿瘤,C44.508
C44.508,腹部皮肤恶性肿瘤,C44.503,,腹部皮肤恶性肿瘤,C44.503
C44.509,肩胛区皮肤恶性肿瘤,C44.505,,肩胛区皮肤恶性肿瘤,C44.505
C44.510,腹股沟皮肤恶性肿瘤,C44.509,,腹股沟皮肤恶性肿瘤,C44.509
C44.601,上肢皮肤恶性肿瘤,C44.600x001,,上肢皮肤恶性肿瘤,C44.600x001
C44.602,手部皮肤恶性肿瘤,C44.606,,手皮肤恶性肿瘤,C44.606
C44.603,手指皮肤恶性肿瘤,C44.600x003,,手指皮肤恶性肿瘤,C44.600x003
C44.701,下肢皮肤恶性肿瘤,C44.700x001,,下肢皮肤恶性肿瘤,C44.700x001
C44.702,足部皮肤恶性肿瘤,C44.707,,足皮肤恶性肿瘤,C44.707
C44.901,汗腺恶性肿瘤,C44.901,,汗腺恶性肿瘤,C44.901
C44.902,皮肤恶性肿瘤,C44.900,,皮肤恶性肿瘤,C44.900
C45.001,胸膜间皮瘤,C45.000,,胸膜间皮瘤,C45.000
C45.101,腹膜间皮瘤,C45.100,,腹膜间皮瘤,C45.100
C45.102,肠系膜间皮瘤,C45.101,,肠系膜间皮瘤,C45.101
C45.103,结肠系膜间皮瘤,C45.102,,结肠系膜间皮瘤,C45.102
C45.104,网膜间皮瘤,C45.103,,网膜间皮瘤,C45.103
C45.105,腹膜壁层间皮瘤,C45.100x005,,腹膜壁层间皮瘤,C45.100x005
C45.201,心包间皮瘤,C45.200,,心包间皮瘤,C45.200
C45.701,胃间皮瘤,C45.703,,胃间皮瘤,C45.703
C45.702,腹膜后间皮瘤,C45.700x002,,腹膜后间皮瘤,C45.700x002
C45.703,结肠间皮瘤,C45.705,,结肠间皮瘤,C45.705
C45.704,卵巢间皮瘤,C45.700x004,,卵巢间皮瘤,C45.700x004
C45.705,直肠间皮瘤,C45.700x005,,直肠间皮瘤,C45.700x005
C45.706,纵隔间皮瘤,C45.702,,纵隔间皮瘤,C45.702
C45.707,肺间皮瘤,C45.701,,肺间皮瘤,C45.701
C45.708,肝间皮瘤,C45.704,,肝间皮瘤,C45.704
C45.901,间皮瘤,C45.900,,间皮瘤,C45.900
C46.001,皮肤卡波西肉瘤,C46.000,,皮肤卡波西肉瘤,C46.000
C46.101,软组织卡波西肉瘤,C46.100,,软组织卡波西肉瘤,C46.100
C46.201,腭卡波西肉瘤,C46.200,,腭卡波西肉瘤,C46.200
C46.301,淋巴结卡波西肉瘤,C46.300,,淋巴结卡波西肉瘤,C46.300
C46.701,外阴卡波西肉瘤,C46.700x001,,外阴卡波西肉瘤,C46.700x001
C46.702,肺卡波西肉瘤,C46.701,,肺卡波西肉瘤,C46.701
C46.901,卡波西肉瘤,C46.900,,卡波西肉瘤,C46.900
C46.902,非洲型卡波西肉瘤,C46.900x002,,非洲型卡波西肉瘤,C46.900x002
C46.903,经典(欧洲)型卡波西肉瘤,C46.900x003,,经典(欧洲)型卡波西肉瘤,C46.900x003
C46.904,同种异质移植型卡波西肉瘤,C46.900x004,,同种异质移植型卡波西肉瘤,C46.900x004
C46.905,假性卡波西肉瘤,C46.900x001,,假性卡波西肉瘤,C46.900x001
C47.001,头部周围神经和自主神经恶性肿瘤,C47.000x001,,头部周围神经和自主神经恶性肿瘤,C47.000x001
C47.002,面部周围神经和自主神经恶性肿瘤,C47.000x002,,面部周围神经和自主神经恶性肿瘤,C47.000x002
C47.003,颈部周围神经和自主神经恶性肿瘤,C47.000x003,,颈部周围神经和自主神经恶性肿瘤,C47.000x003
C47.004,耳部周围神经和自主神经恶性肿瘤,C47.000x004,,耳部周围神经和自主神经恶性肿瘤,C47.000x004
C47.005,颞下窝周围神经和自主神经恶性肿瘤,C47.000x005,,颞下窝周围神经和自主神经恶性肿瘤,C47.000x005
C47.006,翼腭窝周围神经和自主神经恶性肿瘤,C47.000x006,,翼腭窝周围神经和自主神经恶性肿瘤,C47.000x006
C47.007,咽旁间隙周围神经和自主神经恶性肿瘤,C47.000x007,,咽旁间隙周围神经和自主神经恶性肿瘤,C47.000x007
C47.008,咽后间隙周围神经和自主神经恶性肿瘤,C47.000x008,,咽后间隙周围神经和自主神经恶性肿瘤,C47.000x008
C47.009,眼睑周围神经和自主神经恶性肿瘤,C47.000x009,,眼睑周围神经和自主神经恶性肿瘤,C47.000x009
C47.010,鼻部周围神经和自主神经恶性肿瘤,C47.000x010,,鼻部周围神经和自主神经恶性肿瘤,C47.000x010
C47.011,颈丛恶性肿瘤,C47.000x011,,颈丛恶性肿瘤,C47.000x011
C47.101,上肢周围神经和自主神经恶性肿瘤,C47.100x001,,上肢周围神经和自主神经恶性肿瘤,C47.100x001
C47.102,肩周围神经和自主神经恶性肿瘤,C47.100x002,,肩周围神经和自主神经恶性肿瘤,C47.100x002
C47.103,手周围神经和自主神经恶性肿瘤,C47.100x003,,手周围神经和自主神经恶性肿瘤,C47.100x003
C47.104,腕周围神经和自主神经恶性肿瘤,C47.100x004,,腕周围神经和自主神经恶性肿瘤,C47.100x004
C47.105,臂神经恶性肿瘤,C47.100x005,,臂神经恶性肿瘤,C47.100x005
C47.106,臂丛恶性肿瘤,C47.100x006,,臂丛恶性肿瘤,C47.100x006
C47.107,正中神经恶性肿瘤,C47.100x007,,正中神经恶性肿瘤,C47.100x007
C47.108,桡神经恶性肿瘤,C47.100x008,,桡神经恶性肿瘤,C47.100x008
C47.109,尺神经恶性肿瘤,C47.100x009,,尺神经恶性肿瘤,C47.100x009
C47.201,下肢周围神经和自主神经恶性肿瘤,C47.200x001,,下肢周围神经和自主神经恶性肿瘤,C47.200x001
C47.202,髋部周围神经和自主神经恶性肿瘤,C47.200x002,,髋部周围神经和自主神经恶性肿瘤,C47.200x002
C47.203,足部周围神经和自主神经恶性肿瘤,C47.200x003,,足部周围神经和自主神经恶性肿瘤,C47.200x003
C47.204,髂部周围神经和自主神经恶性肿瘤,C47.200x004,,髂部周围神经和自主神经恶性肿瘤,C47.200x004
C47.205,踝部周围神经和自主神经恶性肿瘤,C47.200x005,,踝部周围神经和自主神经恶性肿瘤,C47.200x005
C47.206,股神经恶性肿瘤,C47.200x006,,股神经恶性肿瘤,C47.200x006
C47.207,闭孔神经恶性肿瘤,C47.200x007,,闭孔神经恶性肿瘤,C47.200x007
C47.208,坐骨神经恶性肿瘤,C47.200x008,,坐骨神经恶性肿瘤,C47.200x008
C47.301,胸部周围神经和自主神经恶性肿瘤,C47.300x001,,胸部周围神经和自主神经恶性肿瘤,C47.300x001
C47.302,腋部周围神经和自主神经恶性肿瘤,C47.300x002,,腋部周围神经和自主神经恶性肿瘤,C47.300x002
C47.303,膈部周围神经和自主神经恶性肿瘤,C47.300x003,,膈部周围神经和自主神经恶性肿瘤,C47.300x003
C47.304,肩胛区周围神经和自主神经恶性肿瘤,C47.300x004,,肩胛区周围神经和自主神经恶性肿瘤,C47.300x004
C47.305,肋间神经恶性肿瘤,C47.300x005,,肋间神经恶性肿瘤,C47.300x005
C47.401,腹部周围神经和自主神经恶性肿瘤,C47.400x001,,腹部周围神经和自主神经恶性肿瘤,C47.400x001
C47.402,脐部周围神经和自主神经恶性肿瘤,C47.400x002,,脐部周围神经和自主神经恶性肿瘤,C47.400x002
