北京临床版6.0手术编码,北京临床版6.0手术名称,2.0手术编码
42.09003,食管切开探查术,42.0902
42.11001,颈部食管造口术,42.1100
42.12001,食管憩室外置术,42.1200
42.19002,胸部食管造口术,42.1901
42.23001,食管镜检查,42.2300x001
42.24001,食管镜下活组织检查,42.2400x001
42.25001,直视下食管活组织检查,42.2500
42.31001,食管憩室切除术,42.3100x001
42.32003,食管病损氩气刀治疗术,42.3200x003
42.32002,食管病损切除术,42.3201
42.33004,胃镜下食管病损套扎术,42.3300
42.33006,胃镜下食管病损电灼术,42.3300x006
42.33005,内镜下食管病损射频消融术,42.3300x007
42.33007,胃镜下食管病损切除术,42.3301
42.33008,胃镜下食管静脉曲张结扎术,42.3307
42.33009,胃镜下食管静脉曲张硬化剂注射术,42.3308
42.33010,胃镜下食管出血止血术,42.3310
42.41005,食管部分切除术,42.4100
42.42002,腹胸颈（联合的）（同时的）食管切除术,42.4102
42.42001,全食管切除术,42.4200
42.51001,胸内食管-食管吻合术,42.5100
42.52006,胸内食管-胃吻合术,42.5200
42.52005,胸内食管-胃颈部吻合术,42.5200x005
42.52003,胸内食管-胃弓上吻合术,42.5201
42.52004,胸内食管-胃弓下吻合术,42.5202
42.53001,胸内空肠代食管术,42.5300x001
42.55001,胸内结肠代食管术,42.5500x001
42.58001,人工食管建造术,42.5801
42.59001,食管-空肠弓上吻合术,42.5900x001
42.61001,胸骨前食管-食管吻合术,42.6100
42.62001,胸骨前食管-胃吻合术,42.6200
42.63001,胸骨前食管吻合伴小肠间置术,42.6300
42.64002,胸骨前食管-小肠吻合术,42.6400x002
42.64003,胸骨前食管-回肠吻合术,42.6402
42.64001,胸骨前食管-空肠吻合术,42.6403
42.65001,胸骨前食管吻合术伴结肠间置术,42.6500
42.65002,胸骨前食管-结肠吻合术,42.6601
42.7003,食管肌层切开术[Heller术],42.7x00
42.7001,食管贲门肌层切开术,42.7x00x001
42.7002,改良食管肌层切开术,42.7x01
42.81001,食管永久性管置入术,42.8100
42.81002,食管支撑物置入术,42.8101
42.82001,食管裂伤缝合术,42.8200
42.83001,食管造口闭合术,42.8300
42.84001,食管瘘修补术,42.8400
42.85001,食管狭窄修补术,42.8500
42.91002,食管静脉曲张结扎术,42.9100x002
42.92006,胃镜下食管扩张术,42.9200x006
43.0003,胃切开探查术,43.0x00x003
43.0004,胃切开异物取出术,43.0x02
43.11001,胃镜下胃造口术,43.1100x001
43.19003,永久性胃造口术,43.1900x003
43.19005,暂时性胃造口术,43.1900x005
43.3003,幽门环肌层切开术,43.3x00x003
43.3004,幽门肌层切开术,43.3x00x004
43.3001,腹腔镜下幽门环肌层切开术,43.3x01
43.41017,胃镜下胃碎石术,43.4100
43.41015,胃镜下贲门病损电切术,43.4100x011
43.41014,胃镜下胃病损切除术,43.4100x013
43.41013,胃镜下胃病损电切术,43.4100x014
43.41011,胃镜下贲门病损切除术,43.4100x015
43.41016,胃镜下胃病损硬化术,43.4100x016
43.41010,胃病损氩气刀治疗术,43.4101
43.41012,胃镜下胃病损套扎术,43.4102
43.41006,胃镜下胃静脉曲张结扎术,43.4109
43.41008,胃镜下胃静脉曲张硬化术,43.4110
43.42001,贲门病损切除术,43.4201
43.42004,胃病损切除术,43.4202
43.41003,腹腔镜下胃病损切除术,43.4203
43.5004,胃部分切除伴食管-胃吻合术,43.5x00
43.5003,贲门部分切除伴食管-胃吻合术,43.5X00X003
43.5007,胃近端切除术,43.5x00x007
43.6005,胃幽门切除术,43.6x00x005
43.6006,胃远端切除术,43.6x00x006
43.6001,胃大部切除术[毕罗特Ⅰ式],43.6x01
43.7001,胃大部切除术[毕罗特Ⅱ式],43.7x00x001
43.7005,腹腔镜下胃大部切除术[毕罗特Ⅱ式],43.7x03
43.81001,胃部分切除伴空肠转位术,43.8100
43.89002,胃部分切除术,43.8901
43.89003,胃袖状切除术,43.8903
43.91001,全胃切除术伴空肠间置术,43.9101
43.99002,残胃切除术,43.9900x002
43.99003,腹腔镜下胃切除术,43.9900x003
43.99004,根治性胃切除术,43.9900x004
43.99005,全胃切除伴食管-空肠吻合术,43.9901
43.99006,全胃切除伴食管-十二指肠吻合术,43.9903
44.01001,迷走神经干切断术,44.0100
44.02001,高选择性迷走神经切断术,44.0200
44.02002,壁细胞迷走神经切断术,44.0200x002
44.03001,选择性迷走神经切断术,44.0300x001
44.12001,术中胃镜检查,44.1100x002
44.13001,胃镜检查,44.1300x001
44.14002,胃镜下活组织检查,44.1401
44.15001,直视下胃活组织检查,44.1500
44.21001,幽门切开扩张术,44.2100x001
44.22003,胃镜下幽门扩张术,44.2200
44.22001,胃镜下胃-肠吻合口扩张术,44.2200x001
44.29001,幽门成形术,44.2900x001
44.32001,内窥镜下胃-空肠吻合术,44.3200x001
44.38001,腹腔镜下胃-空肠吻合术,44.3801
44.38003,腹腔镜下胃-十二指肠吻合术,44.3802
44.39003,胃-十二指肠搭桥吻合术,44.3900x003
44.39004,胃-肠搭桥吻合术,44.3901
44.41008,胃溃疡穿孔修补术,44.4100x008
44.41001,腹腔镜下胃溃疡修补术,44.4102
44.42001,腹腔镜下十二指肠溃疡穿孔修补术,44.4200x001
44.42003,十二指肠溃疡穿孔修补术,44.4200x003
44.43001,胃镜下十二指肠止血术,44.4300x001
44.43002,胃镜下胃出血止血术,44.4300x002
44.44001,食管-胃底静脉栓塞术,44.4400x001
38.86017,胃动脉栓塞术,44.4400x004
38.86015,十二指肠动脉栓塞术,44.4401
44.49002,胃切开止血术,44.4901
44.5002,胃-空肠吻合口闭合术,44.5x00x002
44.5004,胃-十二指肠吻合口闭合术,44.5x00x004
44.5005,胃-十二指肠吻合口修补术,44.5x00x005
44.61003,胃破裂修补术,44.6100x003
44.62001,胃造口闭合术,44.6200
44.63001,胃-结肠瘘闭合术,44.6300x001
44.63002,胃--空肠瘘闭合术,44.6302
44.64001,胃固定术,44.6400
44.65001,食管-贲门成形术,44.6500x001
44.65002,食管-胃成形术[Belsey],44.6500x002
44.66001,胃底折叠术[Nissen],44.6600x001
44.66002,胃-贲门成形术,44.6600x002
44.66003,胃底折叠术,44.6601
44.67001,腹腔镜下胃底折叠术,44.6701
44.68002,腹腔镜下胃束带术,44.6800x002
44.68001,腹腔镜下胃修补术,44.6902
44.91001,贲门周围血管结扎术,44.9100x001
44.91002,门奇静脉断流术[食管-胃底静脉结扎术],44.9100x002
44.91005,腹腔镜下胃静脉曲张结扎术,44.9100x005
44.92001,胃扭转复位术,44.9201
44.93001,胃泡[球囊]置入,44.9300
44.94001,胃泡[球囊]去除,44.9400
44.95001,腹腔镜下胃束带绑扎术,44.9501
44.96001,腹腔镜下可调节胃束带置换术,44.9601
44.96002,腹腔镜下可调节胃束带修正术,44.9602
44.97001,腹腔镜下可调节胃束带去除术,44.9701
44.98003,液体灌注可调节胃束带放松术,44.9800x003
44.98004,液体撤收可调节胃束带紧缩术,44.9800x004
44.98001,腹腔镜下可调节胃束带放松术,44.9801
44.98002,腹腔镜下可调节胃束带紧缩术,44.9802
45.01005,十二指肠切开探查术,45.0100x005
45.02004,小肠切开异物取出术,45.0201
45.02002,小肠切开减压术,45.0203
45.03002,大肠切开探查术,45.0300x002
45.03001,大肠切开异物取出术,45.0302
45.11001,术中小肠内窥镜检查,45.1101
45.12001,经人工造口小肠内窥镜检查,45.1200x001
45.13001,小肠镜检查,45.1300x001
45.13004,胃-十二指肠镜检查,45.1300x004
45.13003,十二指肠镜检查,45.1301
45.13002,胶囊内镜检查,45.1302
45.14001,电子结肠镜下小肠活组织检查,45.1400
45.14003,胃十二指肠镜下小肠刷洗活组织检查,45.1400x003
45.15001,直视下小肠活组织检查,45.1500
45.16001,胃十二指肠镜下活组织检查,45.1600x001
45.21001,术中大肠内窥镜检查,45.2101
45.22001,经人工造口大肠内窥镜检查,45.2200x001
45.23002,纤维结肠镜检查,45.2301
45.23003,电子结肠镜检查,45.2302
45.24001,乙状结肠镜检查,45.2401
45.25004,结肠刷洗,45.2500x004
45.25003,结肠镜下活组织检查,45.2501
45.26001,直视下大肠活组织检查,45.2600
45.30001,胃十二指肠镜下十二指肠病损切除术,45.3001
45.31002,十二指肠病损切除术,45.3101
45.32001,十二指肠病损破坏术,45.3200x001
45.33006,空肠病损切除术,45.3300x006
45.33008,小肠病损切除术,45.3301
45.33002,腹腔镜下小肠病损切除术,45.3303
45.41001,大肠病损切除术,45.4100x001
45.41006,结肠病损切除术,45.4101
45.41003,横结肠病损切除术,45.4102
45.41005,降结肠病损切除术,45.4103
45.41014,乙状结肠病损切除术,45.4104
45.41011,盲肠病损切除术,45.4105
47.09001,阑尾病损切除术,45.4106
45.41013,升结肠病损切除术,45.4107
45.42002,结肠镜下乙状结肠息肉切除术,45.4201
45.43002,腹腔镜下结肠病损切除术,45.4300x002
45.43003,腹腔镜下乙状结肠病损切除术,45.4300x003
45.43007,腹腔镜下结肠止血术,45.4300x007
45.43008,结肠镜下结肠病损电凝术,45.4300x008
45.49001,大肠病损破坏术,45.4900x001
45.49003,结肠病损高频电凝术,45.4900x003
45.49005,结肠病损激光烧灼术,45.4900x005
45.51001,小肠部分切除用于间置术,45.5101
45.52001,大肠部分切除用于间置术,45.5201
45.61001,小肠多节段部分切除术,45.6100
45.62007,小肠部分切除术,45.6201
45.62005,十二指肠部分切除术,45.6202
45.62006,十二指肠切除术,45.6203
45.62003,空肠部分切除术,45.6204
45.62004,空肠切除术,45.6205
45.62001,回肠部分切除术,45.6206
45.62002,回肠切除术,45.6207
45.63001,小肠全部切除术,45.6300
45.71001,大肠多节段切除术,45.7100x001
45.72002,回盲部切除术,45.7200x002
45.72004,盲肠部分切除术,45.7200x004
45.72005,盲肠切除术,45.7202
45.73006,右半结肠姑息性切除术,45.7300x006
45.73007,右半结肠切除术,45.7300x007
45.73003,回肠-结肠切除术,45.7301
45.73005,右半结肠根治性切除术,45.7302
45.73008,升结肠部分切除术,45.7303
45.74003,横结肠切除术,45.7400x003
45.74002,横结肠部分切除术,45.7401
45.75007,左半结肠切除术,45.7500
45.75006,左半结肠根治性切除术[Hartmann],45.7501
45.76008,乙状结肠切除术,45.7600x008
45.79018,巨结肠根治术,45.7600x018
45.79022,小肠-结肠切除术,45.7600x022
45.76007,乙状结肠部分切除术,45.7601
45.75008,降结肠部分切除术,45.7603
45.79014,结肠部分切除术,45.7901
45.81001,腹腔镜腹内全结肠切除术,45.8100
45.82001,结肠全部切除术,45.8200
45.91004,小肠-小肠侧侧吻合术,45.9100
45.91006,小肠-小肠端侧吻合术,45.9100x006
45.91002,空肠-空肠侧侧吻合,45.9101
45.91003,十二指肠-空肠吻合术,45.9103
45.91001,回肠-空肠吻合术,45.9104
45.92001,小肠-直肠吻合术,45.9200
45.93012,小肠-升结肠吻合术,45.9300x012
45.93013,小肠-大肠吻合术,45.9300x013
45.93014,小肠-结肠吻合术,45.9300x014
45.93002,回肠-横结肠吻合术,45.9301
45.93003,回肠-降结肠吻合术,45.9302
45.93005,回肠-盲肠吻合术,45.9303
45.93006,回肠-升结肠吻合术,45.9304
45.93007,回肠-乙状结肠吻合术,45.9305
45.93008,回肠-直肠吻合术,45.9306
45.93009,空肠-横结肠吻合术,45.9307
45.93010,空肠-乙状结肠吻合术,45.9310
45.94017,盲肠-直肠侧侧吻合术,45.9400
45.94004,降结肠-乙状结肠吻合术,45.9400x004
45.94009,盲肠-乙状结肠吻合术,45.9400x009
45.94012,升结肠-乙状结肠吻合术,45.9400x012
45.94016,横结肠-直肠吻合术,45.9400x016
45.94002,横结肠-降结肠吻合术,45.9401
45.94003,横结肠-乙状结肠吻合术,45.9402
45.94005,降结肠-直肠吻合术,45.9403
45.94018,盲肠-结肠侧侧吻合术,45.9404
45.94015,乙状结肠-直肠吻合术,45.9405
45.94010,升结肠-横结肠吻合术,45.9406
45.94011,升结肠-降结肠吻合术,45.9407
45.95001,回肠-肛门吻合术,45.9502
45.95002,降结肠-肛门吻合术,45.9503
45.95004,乙状结肠-肛门吻合术,45.9504
46.01003,小肠外置术,46.0100
46.01001,回肠外置术,46.0100x001
46.01002,十二指肠外置术,46.0101
46.03002,大肠外置术,46.0300
46.03001,肠外置术[Mikulicz],46.0300x001
46.03003,盲肠外置术,46.0300x003
46.04001,大肠外置段的切除术,46.0400
46.04002,肠外置段的切除术,46.0400x002
46.04003,二期肠外置术[Mikulicz],46.0401
46.10007,腹腔镜下结肠造口术,46.1000x007
46.11001,结肠暂时性造口术,46.1100
46.13001,结肠永久性造口术,46.1300
46.13002,腹腔镜下乙状结肠永久性造口术,46.1301
46.14001,结肠造口延迟切开术,46.1400
46.21001,回肠暂时性造口术,46.2100
46.23001,回肠永久性造口术,46.2300x001
46.32001,腹腔镜下空肠造口术,46.3200
46.39002,空肠造口术,46.3900x002
46.39004,喂养性空肠造口术,46.3901
46.39003,十二指肠造口术,46.3902
46.39005,小肠造口术,46.3904
46.41001,小肠造口修正术,46.4100
46.42001,结肠造口周围疝修补术,46.4200
46.43004,横结肠造口重建术,46.4300x004
46.43005,结肠造口扩大术,46.4300x005
46.43003,横结肠造口修正术,46.4302
46.51005,小肠造口闭合术,46.5100
46.51002,回肠造口还纳术,46.5100x002
46.51004,空肠造口还纳术,46.5100x004
46.51006,小肠造口还纳术,46.5100x006
46.51001,回肠造口闭合术,46.5101
46.51003,空肠造口闭合术,46.5102
46.52006,结肠造口还纳术,46.5200x006
46.52010,乙状结肠造口还纳术,46.5200x010
46.52011,横结肠造口还纳术,46.5200x011
46.52008,盲肠造口闭合术,46.5201
46.52004,结肠造口闭合术,46.5202
46.52009,乙状结肠造口闭合术,46.5203
46.52002,横结肠造口闭合术,46.5204
46.62001,小肠折叠术[Noble],46.6201
46.63001,乙状结肠-腹壁固定术[Moschowitz],46.6302
46.64002,盲肠固定术,46.6401
46.64001,结肠固定术,46.6403
46.71002,十二指肠破裂修补术,46.7100
46.72001,十二指肠瘘闭合术,46.7200
46.73005,小肠破裂修补术,46.7300x005
46.73003,空肠破裂修补术,46.7301
46.73001,回肠破裂修补术,46.7302
46.74004,小肠瘘修补术,46.7400x004
46.74001,空肠瘘修补术,46.7403
46.75004,结肠破裂修补术,46.7500X004
46.75002,横结肠破裂修补术,46.7501
46.75007,乙状结肠破裂修补术,46.7502
46.75005,盲肠破裂修补术,46.7503
46.75006,升结肠破裂修补术,46.7504
46.75003,降结肠破裂修补术,46.7505
46.76001,大肠瘘修补术,46.7600
46.76004,乙状结肠瘘修补术,46.7601
46.76003,盲肠瘘修补术,46.7602
46.76002,结肠瘘修补术,46.7603
46.79009,腹腔镜下十二指肠成形术,46.7900x009
46.79016,十二指肠成形术,46.7902
46.80001,肠套叠手法复位术,46.8002
46.81001,小肠扭转复位术,46.8101
46.82001,大肠扭转复位术,46.8201
46.85001,胃镜下十二指肠球囊扩张术,46.8500x008
46.85002,十二指肠球囊扩张术,46.8501
46.85005,十二指肠支架扩张术,46.8503
46.85004,食管-胃-十二指肠镜下十二指肠球囊扩张术,46.8510
46.85007,结肠镜下结肠球囊扩张术,46.8511
46.86001,结肠镜下结肠支架置入术,46.8600
46.91001,乙状结肠肌切开术,46.9100
46.92001,结肠肌切开术,46.9200x001
46.92002,结肠隔膜切开术,46.9201
46.93001,小肠吻合修正术,46.9300
46.94001,大肠吻合修正术,46.9400
46.95001,小肠局部灌注,46.9500
46.96001,大肠局部灌注,46.9600
47.01001,腹腔镜下阑尾切除术,47.0100
47.09002,阑尾残端切除术,47.0901
47.09005,阑尾切除术,47.0902
47.11001,腹腔镜下附带阑尾切除术,47.1100
47.19001,附带阑尾切除术,47.1900x001
47.2001,阑尾脓肿引流术,47.2x00
47.91001,阑尾造口术,47.9100
47.92001,阑尾瘘闭合术,47.9200
47.99001,阑尾内翻包埋术,47.9901
48.0002,直肠切开引流术,48.0x00x002
48.0003,直肠切开探查术,48.0x00x003
48.0001,肛门闭锁减压术,48.0x02
48.0004,直肠直线切开术[Panas],48.0x03
48.1001,直肠造口术,48.1x00
48.21001,术中直肠-乙状结肠镜检查,48.2101
48.23002,硬式直肠乙状结肠镜检查,48.2300
48.24002,直肠活组织检查,48.2400x002
48.24003,直肠-乙状结肠镜下直肠刷洗活组织检查,48.2400x003
48.24001,直肠-乙状结肠镜下直肠活组织检查,48.2401
48.25001,直视下直肠活组织检查,48.2500
48.26001,直肠周围组织活组织检查,48.2600
48.31001,直肠病损根治性电凝固术,48.3101
48.32001,直肠-乙状结肠镜下直肠病损电切术,48.3200x001
48.32003,直肠病损电凝术,48.3200x003
48.32004,直肠病损电切术,48.3201
48.33001,直肠病损激光切除术,48.3301
48.35003,直肠病损切除术,48.3501
48.35010,经肛门直肠病损切除术,48.3502
48.35011,经阴道直肠病损切除术,48.3504
48.35004,直肠后壁病损切除术,48.3505
48.35001,腹腔镜下直肠病损切除术,48.3507
48.36002,直肠息肉切除术,48.3601
48.36001,直肠-乙状结肠镜下直肠息肉切除术,48.3602
48.41002,索夫氏直肠粘膜下切除术[Soave],48.4100
48.41006,经肛门直肠粘膜环切术,48.4102
48.41005,直肠粘膜下环切术,48.4103
48.41004,直肠内拖出切除术,48.4104
48.41001,腹腔镜下直肠粘膜下切除术,48.4106
48.49002,直肠切除术[Swenson],48.4900x002
48.49003,直肠-腹-会阴拖出切除术,48.4900x003
48.49001,会阴-直肠拖出术[Altemeier],48.4901
48.51001,腹腔镜下腹-会阴-直肠联合切除术[迈尔斯氏术],48.5100
48.51002,腹腔镜辅助助肛提肌腹会阴联合直肠切除术（ELAPE）,48.5100x002
48.52001,腹-会阴-直肠联合切除术[迈尔斯氏术],48.5200
48.59001,直肠全部切除术,48.5900x001
48.61002,经骶直肠-乙状结肠切除术,48.6100
48.61001,腹腔镜下经腹直肠乙状结肠切除术,48.6100x001
48.62001,直肠前切除伴结肠造口术,48.6200
48.63002,直肠前切除术,48.6301
48.63001,腹腔镜下直肠前切除术,48.6302
48.64001,直肠后部切除术,48.6400x001
48.65001,腹-会阴拖出术,48.6500x001
48.69002,腹腔镜下直肠根治术,48.6900x002
48.69004,经肛门直肠病损根治术,48.6900x004
48.69007,直肠根治术,48.6900x007
48.69006,直肠部分切除术,48.6902
48.69010,直肠-乙状结肠切除术,48.6903
48.69009,直肠-乙状结肠部分切除术,48.6904
48.69008,直肠切除术,48.6905
48.69001,腹腔镜下直肠部分切除术,48.6909
48.69003,腹腔镜下直肠-乙状结肠部分切除术,48.6911
48.71003,直肠破裂修补术,48.7100
48.72001,直肠造口闭合术,48.7200
48.73001,会阴-直肠瘘闭合术,48.7300x001
48.73002,会阴-直肠瘘修补术,48.7301
48.73004,直肠瘘修补术,48.7303
48.74001,直肠-直肠吻合术,48.7400
48.75001,直肠脱垂里普斯坦修补术,48.7501
